100	0.04626328022248263	0.36065725171226204	0.6030794680652554	0.03942356768301503	
200	0.013714551295218471	0.09600185906652932	0.8902835896382526	6.41718375224368E-5	
300	0.008059601338723243	0.05641720937106268	0.9355231892902143	4.443400362927069E-6	
400	0.00572874634653652	0.040101224425755616	0.9541700292277077	5.03980921167341E-7	
500	0.004447919624240292	0.031135437369682037	0.9644166430060775	2.430890742577889E-8	
600	0.003636457550117082	0.025455202850819578	0.9709083395990629	5.884567947011682E-11	
700	0.003075886672687157	0.021531206708810095	0.9753929066185029	2.6181610878124286E-14	
800	0.0026652810539413052	0.018656967377589137	0.9786777515684695	7.706902166943292E-17	
900	0.0023515011400469825	0.016460507980328876	0.9811879908796244	6.043189888181496E-23	
1000	0.00210388205470326	0.014727174382922809	0.9831689435623742	1.7227025526996631E-28	
1100	0.0019034800787223788	0.013324360551056649	0.9847721593702208	2.0773375670951013E-33	
1200	0.0017379576691114143	0.012165703683779904	0.9860963386471086	4.974586135175029E-42	
1300	0.0015989332998629941	0.01119253309904096	0.9872085336010962	9.13535438778806E-54	
1400	0.001480512855704224	0.010363589989929567	0.988155897154366	8.083864962869271E-69	
1500	0.0013784302817411364	0.00964901197218796	0.9889725577460711	3.909863229484643E-85	
1600	0.0012895215877971632	0.009026651114580146	0.9896838272976225	1.306839891554934E-102	
1700	0.0012113904607660706	0.008479733225362489	0.9903088763138712	2.1825840731008548E-123	
1800	0.0011421886938748124	0.00799532085712368	0.9908624904490014	6.688530974393593E-173	
1900	0.0010804679173060244	0.007563275421142168	0.9913562566615517	7.328981066878244E-168	
