100	0.12171163394747893	0.33621047652270925	0.5520778895298114	0.13993427649547746	
200	0.11452212855410326	0.13487386073734156	0.7506040107085549	0.06570399944045759	
300	0.0908912868977548	0.11535758899021588	0.7937511241120291	0.0991333325545541	
400	0.098594078691007	0.1270893423212931	0.7743165789876996	0.08116767775023116	
500	0.09121830688636026	0.1161069905780661	0.7926747025355735	0.07148645731827101	
600	0.0814121970358843	0.10106886198547103	0.8175189409786444	0.04080082209114452	
700	0.0776710824353976	0.10354556109474457	0.8187833564698579	0.06742611683322966	
800	0.07774751790737991	0.10768561173412984	0.8145668703584904	0.07477949985586645	
900	0.07458434310498355	0.09876304788197329	0.826652609013043	0.015803630198705156	
1000	0.06732422575050433	0.09044677474045872	0.8422289995090366	0.00281982003374232	
1100	0.06337220571993686	0.08884811042829971	0.8477796838517633	0.03902268715919143	
1200	0.059427311515393946	0.08660745293572246	0.8539652355488832	0.02902688703994902	
1300	0.05632611357514243	0.08697626491814478	0.8566976215067129	0.028007772231957835	
1400	0.054757973116349806	0.08719477272605797	0.8580472541575921	0.0231849492145621	
1500	0.052078149225590176	0.08605285878074685	0.8618689919936628	0.010310785284968363	
1600	0.04900182033629222	0.08123986003122136	0.8697583196324865	3.068286039757161E-4	
1700	0.046032837509110684	0.07631759902826245	0.8776495634626265	1.2330027502784869E-21	
1800	0.04340317036724288	0.07195788771411317	0.8846389419186438	8.044140475264465E-22	
1900	0.04105778085762893	0.06806947879027957	0.8908727403520912	6.658893518848534E-25	
