100	0.1143630229792376	0.22365103381309356	0.6719859432076687	0.07946065232800496	
200	0.05150383325707639	0.06908177110401352	0.8794143956389101	0.026920892546269316	
300	0.04582046019446577	0.047669301543608204	0.9065102382619262	0.041281321630855086	
400	0.05265374471176149	0.053356135384806526	0.8939901199034321	0.093420910904637	
500	0.048577265649262596	0.054165864907472494	0.8972568694432647	0.0347396096275246	
600	0.048003038631801366	0.06379218173596811	0.8882047796322301	0.061101848188451886	
700	0.04475840599370369	0.068954212607364	0.8862873813989325	0.029979925354363248	
800	0.042416850496959674	0.07321141921324109	0.8843717302897989	0.05202456299577634	
900	0.041659360465433434	0.07590081190931156	0.8824398276252551	0.08615652624360441	
1000	0.043750844113097306	0.07113669133464469	0.885112464552258	0.033407935169326476	
1100	0.04352311294507935	0.06749608206660006	0.8889808049883208	0.054687124331563204	
1200	0.04314908403587202	0.06605218190294247	0.8907987340611858	0.03128582125022581	
1300	0.04262104753858789	0.06275451264642308	0.894624439814989	0.06730504373075044	
1400	0.04399209702258445	0.06348823975504665	0.8925196632223685	0.03312575339638258	
1500	0.04472506236261459	0.06182755825774078	0.8934473793796444	0.04936370481676108	
1600	0.04384373398510354	0.062133234702046354	0.8940230313128502	0.012426327341013241	
1700	0.04155846463151798	0.06061172661194723	0.8978298087565348	0.008300065085698303	
1800	0.03990049150817256	0.05882271773455283	0.9012767907572743	0.013453808576494823	
1900	0.037816377105710855	0.055984270887724535	0.9061993520065648	8.612053006691772E-5	
